nazwa;szerokość;wysokość
Elektryczna 04;53.0393036179862;18.599853515625
Wiśniowieckiego 04;53.0413227009828;18.5992822051048
Freytaga 04;53.0440818539859;18.6015258729458
Hubego 04;53.0464240121431;18.6032585799694
Grasera 04;53.0504203027936;18.6042255163193
Strobanda 04;53.0540155996563;18.6031579971313
Heweliusza 02;53.0549764443446;18.5975387692451
Koniuchy 02;53.0334022575336;18.6018289625645
Lotników 01;53.028839802394;18.6092868447304
Przychodnia 01;53.0368554336563;18.6566680669785
Płaska 50;53.0433739408645;18.6672896146774
Inżynierów Elany 51;53.0397035716492;18.6744430661201
Krobia - Kalinowa 13;53.0296681291192;18.7734997272491
Krobia - Osiedlowa 15;53.033378;18.778143
Krobia - Poligraficzna 17;53.037142;18.782816
Krobia 02;53.0364663401761;18.7857922911644
Mierzynek - Leśna 21;53.0388843077428;18.8022208213806
Mierzynek 23;53.0407824604052;18.8138374686241
Młyniec II - Topolowa 31;53.0595917469344;18.8157552480698
Młyniec II 31;53.0651784548734;18.817238509655
Młyniec I - Polna 03;53.0704759704564;18.8120269775391
Brzezinko 21;53.0777612060037;18.786795437336
Rogówko - Lubicka 10;53.0666145053704;18.7675975263119
Jedwabno 37;53.0512457965838;18.7688300013542
Jedwabno - Widokowa 39;53.0439157615183;18.7659573554993
Lubicz Dolny - Tęczowa 41;53.0339821072195;18.7625375390053
Osiedle Leśne - Polana 03;53.057696;18.560858
Przysiecka 01;53.058829;18.546761
Rubinkowo P&R 10;53.027376278756;18.6795848608017
Olimpijska P&R 03;53.027388;18.703394
Lubicz Dolny - Tęczowa 40;53.0339216225678;18.7625281512737
Jedwabno - Widokowa 38;53.0438480343091;18.7660270929337
Rogówko - Lubicka 11;53.0666410984466;18.7676109373569
Brzezinko 20;53.0775001770506;18.7880118191242
Młyniec I - Polna 05;53.0704147312246;18.812010884285
Młyniec II 32;53.0653799238798;18.8171848654747
Młyniec II - Topolowa 30;53.0595627315571;18.8156479597092
Mierzynek 24;53.0407808477367;18.8136550784111
Mierzynek - Leśna 22;53.0391987908077;18.8052302598953
Krobia 20;53.0365425463259;18.7862858176231
Krobia - Poligraficzna 18;53.0370344557984;18.7825655937195
Krobia - Osiedlowa 16;53.03351;18.778142
Krobia - Kalinowa 14;53.0301939913843;18.7739503383636
Bema 02;53.021896;18.595931
Cierpice - Skrzyżowanie 15;52.9912951536851;18.4749215841293
Cierpice - Stacja Paliw 17;52.9942560802273;18.4675870835781
Lubicz Górny - Rzemieślnicza 01;53.0229926698809;18.7787434458733
Nowa Wieś I 04;53.0145121533318;18.753308057785
Nowa Wieś - Widokowa 02;53.0082700996097;18.7491345405579
Nowa Wieś - Orla 03;53.0025501140759;18.7415492534637
Nowa Wieś II 03;52.9986954751736;18.7394893169403
Drwęca 03;53.002533;18.699675
Kogucia 02;53.0045192691377;18.697657585144
Księżycowa 03;53.01252;18.689177
Sczanieckiego 04;53.027368;18.612217
Urząd Celny 02;53.03051;18.623817
Chrobrego 02;53.03159;18.631316
Tofama 03;53.0349361405691;18.6537230014801
Przychodnia 03;53.036295783067;18.6579769849777
Elana B 03;53.0369360743528;18.6677241325378
Plac Armii Krajowej 02;52.998933;18.606742
Lniana 03;53.048061;18.588403
Słoneczna 01;53.0488498861894;18.5915172100067
Czeremchowa 01;53.0505460626342;18.5854339599609
Brzoskwiniowa 01;53.049549;18.578442
Osiedle Leśne - Polana 00;53.0591686040802;18.5613772273064
Gliniecka 00;53.0036944946298;18.6675162613392
Rydygiera 09;53.023425;18.659512
Plac Daszyńskiego 04;53.02146;18.646341
Targowa 02;53.0171778225542;18.6365246772766
Gołębia 04;53.015611;18.631367
Dworzec Miasto 04;53.0111579957534;18.6192821336731
Plac Św. Katarzyny 02;53.0128468333;18.6125081777573
Lubicz Górny - Osiedle 10;53.0236682677714;18.7662068843114
Krobia 00;53.036482468473;18.7862791121006
Rubinkowo P&R 01;53.0272823115021;18.6792777478695
Lubicz Górny - DK10 11;53.025443;18.775086
Brzozówka 58;53.020183;18.801782
Głogowo 02;53.013958;18.82006
Dobrzejewice 36;53.0079368311799;18.8353085517883
Dobrzejewice - Staw 32;53.000302;18.833428
Zawały I 30;52.9960803232089;18.8430574536324
Kawęczyn 28;52.984841;18.865215
Wielki Rów 03;53.034294;18.611009
Koniuchy 03;53.032773;18.599073
Rypińska 03;53.000292;18.65499
Kmicica 02;53.005308;18.65619
Skrzetuskiego 02;53.005397;18.648946
Szkoła 02;53.006041;18.641503
Rudacka 02;53.0033200321178;18.6312836408615
Drzymały 02;52.991122399795;18.595165014267
Parkowa 01;52.993933;18.593035
Poznańska - Komisariat 01;52.991929;18.5858
Barwna 03;53.035394;18.690523
Tofama 04;53.034456;18.651168
Glinki 01;52.964902;18.554652
Paderewskiego 02;52.990301;18.590212
Środkowa 02;52.9936514800421;18.5954613983631
Osiedle Tysiąclecia 02;53.029613;18.601501
Drzymały 03;52.990312;18.594325
Wiśniowieckiego 03;53.041148;18.599353
Freytaga 02;53.044057;18.601354
Hubego 02;53.0472133028646;18.6036756634712
Grasera 02;53.0510362000488;18.6038929224014
Strobanda 02;53.0524396712517;18.6044977605343
Katarzynka PKP 04;53.052471;18.616239
Forteczna 00;53.055582603797;18.6171591281891
Ligi Polskiej 06;53.021948;18.689185
Dożynkowa 03;53.007106;18.694828
Kogucia 01;53.004271;18.6977
Drwęca 01;53.0022127662052;18.6997953057289
Złotoria I 58;52.986972;18.703776
Złotoria II 60;52.9817232239068;18.7068843841553
Grabowiec I 62;52.978317;18.709887
Grabowiec II 64;52.970841;18.718443
Grabowiec - Wieś 66;52.9660948491591;18.7218350172043
Silno I 02;52.951637;18.72642
Silno II 04;52.947017;18.729015
Silno III 06;52.941201;18.733745
Silno IV 08;52.932957;18.748789
Dzikowo 10;52.930663;18.768522
Dzikowo Skrzyżowanie 12;52.931708;18.784793
Osiek 14;52.927688;18.803183
Osiek - Szkoła 16;52.9263369134652;18.8084112447584
Osiek - Siciny II 18;52.933253;18.816222
Osiek - Jesionek 01;52.9362211208332;18.8285493850708
Osiek - Siciny I 20;52.9404547293382;18.8328757882118
Sąsieczno 22;52.9514061983742;18.844438791275
Kolonia Obrowska 24;52.955553;18.848774
Obrowo - Osiedle 26;52.963125;18.863222
Rozgarty - Kwiatowa 05;53.040706;18.479291
Rozgarty - Stara Szkoła 06;53.043875;18.489532
Kociewska 01;53.042001;18.636349
Fabryczna 01;53.029881;18.630437
Chrobrego 04;53.0327828823586;18.630114197731
Gliniecka 02;53.003846;18.667205
Działki Rudak 02;53.005518;18.659779
Niesiołowskiego 01;53.0306359688197;18.674421608448
Bukowa 01;53.036883;18.675832
Katarzynki 03;53.037769;18.68848
Na Zapleczu 01;53.040245;18.691108
Osiedle Pancernych 01;53.043525;18.691342
Motoarena 02;53.0156731596547;18.5487453639507
Kusocińskiego 04;53.0317073248897;18.7004352305997
Obrowo - Osiedle 25;52.963123;18.863043
Kolonia Obrowska 23;52.95513;18.848132
Sąsieczno 21;52.9507727178671;18.8433766365051
Osiek - Siciny I 19;52.940056;18.832784
Osiek - Jesionek 02;52.9360917944664;18.8280665874481
Osiek - Siciny II 17;52.93314;18.815538
Osiek - Szkoła 15;52.9263168359386;18.8081082701683
Osiek 13;52.928249;18.80187
Dzikowo Skrzyżowanie 11;52.9318529088771;18.7852504849434
Dzikowo 09;52.9308424343686;18.7678322196007
Silno IV 07;52.933244;18.748208
Silno III 05;52.9409073242959;18.7342777848244
Silno II 03;52.9472690152609;18.7288865447044
Silno I 01;52.9529252209745;18.7258958816528
Grabowiec - Wieś 65;52.9661416975028;18.7218269705772
Grabowiec II 63;52.971511;18.71783
Grabowiec I 61;52.977755;18.710607
Złotoria II 59;52.981732;18.707
Złotoria I 57;52.9873297127243;18.7037354707718
Cierpice - Stacja Paliw 16;52.9942447793669;18.4676809608936
Cierpice - Skrzyżowanie 14;52.9915922241793;18.4757423400879
Przy Skarpie 02;53.0242284659683;18.666484951973
Rydygiera 02;53.0231854628545;18.6596801877022
Plac Daszyńskiego 02;53.0215640390331;18.6491511762142
Targowa 04;53.0180434841877;18.6386181414127
Gołębia 02;53.0153342710698;18.6309478387465
Dworzec Miasto 02;53.0110491191999;18.6194658279419
Wały Gen. Sikorskiego 02;53.012968;18.604114
Osiedle Młodych 05;53.0133115802388;18.5980202257633
Fort V 04;53.0420967652347;18.6096274852753
Forteczna 02;53.048427;18.616452
Lisia 04;53.0424725039129;18.5787552595139
Krucza 01;53.0425095938194;18.5761079192162
Wrzosowa 01;53.042063;18.572211
Jastrzębia 01;53.0406147425503;18.573911190033
Myśliwska 01;53.040638;18.580161
Gminna 01;53.0403196220484;18.7168139219284
Przelot 02;53.0378843976284;18.7251824140549
Poznańska - Osiedle 03;52.967731;18.5592
Nowa Wieś II 01;52.9989085546515;18.7399184703827
Nowa Wieś - Orla 01;53.0045128130384;18.7437164783478
Nowa Wieś - Sokola 01;53.0098774986114;18.750776052475
Nowa Wieś I 03;53.0149187914843;18.7537050247192
Katarzynka PKP 03;53.0513844521928;18.6155927181244
Forteczna 01;53.047813;18.616118
Fort V 02;53.041849;18.608501
Elektryczna 02;53.0393136549451;18.5990259470236
Drwęca 00;53.001609084489;18.7010210752487
Chrzanowskiego 01;53.035727;18.686592
Rozgarty - Leśna 07;53.046154;18.493574
Rozgarty - Wróblowa 08;53.0416258778039;18.4991928935051
Przysiek - Błotka 09;53.0367151184848;18.5048148036003
Przysiek - Szkoła 10;53.032194;18.502405
Przysiek 02;53.030476;18.501315
Polna 04;53.038582;18.613513
Chrobrego 03;53.031215;18.629962
Fabryczna 02;53.028969;18.630325
Brzozówka 61;53.0214277075862;18.8031515479088
Brzozówka - Sklep 62;53.0241816805993;18.8093045353889
Brzozówka - Wieś 64;53.026462;18.816617
Brzozówka - Olszynowa 66;53.028417970694;18.8228014111519
Szembekowo - Osiedlowa 68;53.0317554096502;18.8358020782471
Szembekowo - Sklep 71;53.0391665362399;18.8412925601006
Szembekowo - OSP 72;53.043611;18.843014
Szembekowo - Skrzyżowanie 74;53.050421;18.844947
Szembekowo 77;53.0501139631848;18.8359844684601
Krobia - Radosna 25;53.0399519281048;18.7863716483116
Młyniec II - Nad Doliną 27;53.0501913544494;18.7948930263519
Młyniec II - Dolina Drwęcy 29;53.0571559991767;18.8044792413712
Młyniec I 33;53.0675041557332;18.8063192367554
Młyniec I - Żwirownia 35;53.0578129069873;18.7900301814079
Pilska 03;53.037532;18.696135
Ostrołęcka 02;53.035682;18.701053
Krynicka 02;53.036294;18.705079
Chełmska 03;53.040121;18.698745
Ceramiczna 01;53.046755;18.700541
EC Grębocin 01;53.0457096875497;18.6968502402306
Zławieś Wielka - Urząd Gminy 26;53.0965511318833;18.331503868103
Zławieś Wielka 24;53.094128748892;18.3303505182266
Pędzewo II 22;53.0882767784246;18.3460414409637
Pędzewo I 20;53.0833890564647;18.361930847168
Zarośle Cienkie - Skrzyżowanie 18;53.0707241496097;18.3933180570602
Górsk - Ośrodek Zdrowia 16;53.0585649130809;18.4255260229111
Górsk - Leśniczanka 14;53.0518229879265;18.4470105171204
Górsk III 12;53.0476809044415;18.4604296088219
Rozgarty 04;53.0372876660274;18.4819060564041
Hutowo 01;53.041889;18.652048
Kawęczyn 27;52.9856116725063;18.8643836975098
Zawały I 29;52.996571;18.842542
Dobrzejewice - Staw 31;53.0004129949816;18.8333773612976
Elektryczna 01;53.0399909934778;18.6006781877649
Kopanino 90;52.9845249444951;18.7445023655891
Kopanino - Słoneczna 72;52.9812839751547;18.7510657310486
Obory 61;52.9767038949375;18.7700973451138
Barwna 04;53.034650219036;18.6923114459514
Katarzynka PKP 05;53.0511716317726;18.6173415184021
Papowo Toruńskie - Osieki 10;53.0709723273328;18.624524474144
Papowo Toruńskie - Daglezjowa 10;53.0695170830171;18.6456683278084
Papowo Toruńskie 11;53.0787811372958;18.6580091714859
Papowo Toruńskie - Wybudowanie 02;53.083347168512;18.6439490318298
Łysomice - Warszawska 23;53.0859828079696;18.6295080184937
Łysomice 22;53.084464;18.619518
Letnia 03;52.990141;18.604702
Gen. Orlicza-Dreszera 02;52.990314;18.609176
Hallera 03;52.9952049291047;18.6022426814873
Dobrzejewice - Cmentarz 38;53.0037187054563;18.8485962152481
Łążyn II 40;53.0014460566955;18.8643729686737
Łążyn I 42;53.0002096080443;18.8907873630524
Zębowo III 44;53.0041125329936;18.9059042930603
Zębowo - Szkoła 46;53.0065399807833;18.9227056503296
Zębowo II 48;52.99533933469;18.9204847812653
Zębowo I 50;52.9911934388615;18.9165607094765
Kazimierzewo 52;52.9842294401746;18.9138114452362
Bartoszewo 54;52.9754570471444;18.9107751846313
Zębówiec 56;52.9694500314492;18.9050607383251
Fort V 01;53.0411646611562;18.6089837551117
Papowo Toruńskie - Osieki 11;53.070654;18.617738
Łysomice 12;53.084834;18.619768
Łysomice - Warszawska 13;53.0860601348076;18.6282956600189
Papowo Toruńskie - Wybudowanie 01;53.0833342799029;18.643798828125
Papowo Toruńskie 14;53.0771182985086;18.6600315570831
Papowo Toruńskie - Staw 03;53.0737988739948;18.6639958620071
Kopanino - Słoneczna 71;52.9805637267275;18.7517362833023
Kopanino 91;52.9846008387211;18.7444648146629
Sztuki Piękne 09;53.0139731905103;18.5810646414757
Grębocin - Pętla 04;53.057688;18.718947
Przelot 01;53.0382569474943;18.7244126200676
Kamionki Jezioro 00;53.134097;18.767902
Kamionki Małe III 26;53.1305708737502;18.7413668632507
Kamionki Małe II 02;53.1220213800292;18.7372255325317
Turzno - Kasztanowa 02;53.1174819893111;18.7318933010101
Turzno - Pałac 15;53.1096818104422;18.7264886498451
Gostkowo III 02;53.1055098647189;18.7078982591629
Gostkowo - Kościół 24;53.1003664306327;18.6902976036072
Gostkowo I 02;53.0941206955296;18.6776053905487
Papowo Toruńskie - Sołectwo 02;53.086814064198;18.667927980423
Papowo Toruńskie - Kościół 01;53.079100162976;18.6585268378258
Papowo Toruńskie - Osieki 21;53.070661;18.617508
Przy Kaszowniku 08;53.0181023775914;18.611915409565
Papowo Toruńskie 15;53.0780464024953;18.6593717336655
Katarzynka PKP 06;53.0511780808916;18.6170384287834
Chełmska 04;53.040238;18.698399
Ostrołęcka 01;53.0356837073195;18.7017130851746
Pilska 04;53.037907;18.69544
Jedwabno 38;53.0512018620099;18.7689875811338
Młyniec I - Żwirownia 36;53.0577766362652;18.7900154292583
Młyniec I 34;53.0674912623809;18.8063728809357
Młyniec II - Dolina Drwęcy 30;53.0571463268397;18.8043451309204
Młyniec II - Nad Doliną 28;53.0503461365618;18.7948179244995
Krobia - Radosna 26;53.0399777312909;18.786261677742
Szembekowo 76;53.0500728490189;18.8363103568554
Szembekowo - Skrzyżowanie 75;53.0504299766405;18.8448813557625
Szembekowo - OSP 73;53.0437722442106;18.8429528474808
Szembekowo - Sklep 70;53.0392374962571;18.8412845134735
Szembekowo - Osiedlowa 69;53.0319070319663;18.8358074426651
Brzozówka - Olszynowa 67;53.028468;18.822745
Brzozówka - Wieś 65;53.02662;18.816846
Brzozówka - Sklep 63;53.024182;18.809123
Papowo Toruńskie - Kościół 02;53.0791243314918;18.6586931347847
Papowo Toruńskie - Sołectwo 01;53.0866658568992;18.6678957939148
Gostkowo I 01;53.094080428695;18.6777073144913
Gostkowo - Kościół 14;53.100308454796;18.6903592944145
Gostkowo III 01;53.1054502855657;18.7078580260277
Turzno - Pałac 25;53.109583;18.72647
Turzno - Kasztanowa 01;53.1174626717306;18.7320113182068
Kamionki Małe II 01;53.1219618237508;18.7371933460236
Kamionki Małe III 16;53.1305000641459;18.741409778595
Gen. Orlicza-Dreszera 01;52.990473;18.607598
Okólna 02;52.986381;18.616051
Okólna 01;52.986379;18.616102
Kanałowa 01;53.036827;18.638796
Hutowo 02;53.041715;18.652891
